home_team,away_team,home_goals,away_goals,result,season,season_start
Crystal Palace,West Bromwich Albion,2.0,0.0,H,2015-2016,2015
Aston Villa,Stoke City,0.0,1.0,A,2015-2016,2015
AFC Bournemouth,Watford,1.0,1.0,D,2015-2016,2015
Manchester City,Newcastle United,6.0,1.0,H,2015-2016,2015
Norwich City,Leicester City,1.0,2.0,A,2015-2016,2015
Sunderland,West Ham United,2.0,2.0,D,2015-2016,2015
Chelsea,Southampton,1.0,3.0,A,2015-2016,2015
Everton,Liverpool,1.0,1.0,D,2015-2016,2015
Arsenal,Manchester United,3.0,0.0,H,2015-2016,2015
Swansea City,Tottenham Hotspur,2.0,2.0,D,2015-2016,2015
Tottenham Hotspur,Liverpool,0.0,0.0,D,2015-2016,2015
Chelsea,Aston Villa,2.0,0.0,H,2015-2016,2015
Crystal Palace,West Ham United,1.0,3.0,A,2015-2016,2015
Everton,Manchester United,0.0,3.0,A,2015-2016,2015
Manchester City,AFC Bournemouth,5.0,1.0,H,2015-2016,2015
Southampton,Leicester City,2.0,2.0,D,2015-2016,2015
West Bromwich Albion,Sunderland,1.0,0.0,H,2015-2016,2015
Watford,Arsenal,0.0,3.0,A,2015-2016,2015
Newcastle United,Norwich City,6.0,2.0,H,2015-2016,2015
Swansea City,Stoke City,0.0,1.0,A,2015-2016,2015
Aston Villa,Swansea City,1.0,2.0,A,2015-2016,2015
Leicester City,Crystal Palace,1.0,0.0,H,2015-2016,2015
Norwich City,West Bromwich Albion,0.0,1.0,A,2015-2016,2015
Stoke City,Watford,0.0,2.0,A,2015-2016,2015
West Ham United,Chelsea,2.0,1.0,H,2015-2016,2015
Arsenal,Everton,2.0,1.0,H,2015-2016,2015
Sunderland,Newcastle United,3.0,0.0,H,2015-2016,2015
AFC Bournemouth,Tottenham Hotspur,1.0,5.0,A,2015-2016,2015
Manchester United,Manchester City,0.0,0.0,D,2015-2016,2015
Liverpool,Southampton,1.0,1.0,D,2015-2016,2015
Chelsea,Liverpool,1.0,3.0,A,2015-2016,2015
Crystal Palace,Manchester United,0.0,0.0,D,2015-2016,2015
Manchester City,Norwich City,2.0,1.0,H,2015-2016,2015
Newcastle United,Stoke City,0.0,0.0,D,2015-2016,2015
Swansea City,Arsenal,0.0,3.0,A,2015-2016,2015
Watford,West Ham United,2.0,0.0,H,2015-2016,2015
West Bromwich Albion,Leicester City,2.0,3.0,A,2015-2016,2015
Everton,Sunderland,6.0,2.0,H,2015-2016,2015
Southampton,AFC Bournemouth,2.0,0.0,H,2015-2016,2015
Tottenham Hotspur,Aston Villa,3.0,1.0,H,2015-2016,2015
AFC Bournemouth,Newcastle United,0.0,1.0,A,2015-2016,2015
Leicester City,Watford,2.0,1.0,H,2015-2016,2015
Manchester United,West Bromwich Albion,2.0,0.0,H,2015-2016,2015
Norwich City,Swansea City,1.0,0.0,H,2015-2016,2015
Sunderland,Southampton,0.0,1.0,A,2015-2016,2015
West Ham United,Everton,1.0,1.0,D,2015-2016,2015
Stoke City,Chelsea,1.0,0.0,H,2015-2016,2015
Aston Villa,Manchester City,0.0,0.0,D,2015-2016,2015
Arsenal,Tottenham Hotspur,1.0,1.0,D,2015-2016,2015
Liverpool,Crystal Palace,1.0,2.0,A,2015-2016,2015
Watford,Manchester United,1.0,2.0,A,2015-2016,2015
Chelsea,Norwich City,1.0,0.0,H,2015-2016,2015
Everton,Aston Villa,4.0,0.0,H,2015-2016,2015
Newcastle United,Leicester City,0.0,3.0,A,2015-2016,2015
Southampton,Stoke City,0.0,1.0,A,2015-2016,2015
Swansea City,AFC Bournemouth,2.0,2.0,D,2015-2016,2015
West Bromwich Albion,Arsenal,2.0,1.0,H,2015-2016,2015
Manchester City,Liverpool,1.0,4.0,A,2015-2016,2015
Tottenham Hotspur,West Ham United,4.0,1.0,H,2015-2016,2015
Crystal Palace,Sunderland,0.0,1.0,A,2015-2016,2015
Aston Villa,Watford,2.0,3.0,A,2015-2016,2015
AFC Bournemouth,Everton,3.0,3.0,D,2015-2016,2015
Crystal Palace,Newcastle United,5.0,1.0,H,2015-2016,2015
Manchester City,Southampton,3.0,1.0,H,2015-2016,2015
Sunderland,Stoke City,2.0,0.0,H,2015-2016,2015
Leicester City,Manchester United,1.0,1.0,D,2015-2016,2015
Tottenham Hotspur,Chelsea,0.0,0.0,D,2015-2016,2015
West Ham United,West Bromwich Albion,1.0,1.0,D,2015-2016,2015
Liverpool,Swansea City,1.0,0.0,H,2015-2016,2015
Norwich City,Arsenal,1.0,1.0,D,2015-2016,2015
Stoke City,Manchester City,2.0,0.0,H,2015-2016,2015
Arsenal,Sunderland,3.0,1.0,H,2015-2016,2015
Manchester United,West Ham United,0.0,0.0,D,2015-2016,2015
Southampton,Aston Villa,1.0,1.0,D,2015-2016,2015
Swansea City,Leicester City,0.0,3.0,A,2015-2016,2015
Watford,Norwich City,2.0,0.0,H,2015-2016,2015
West Bromwich Albion,Tottenham Hotspur,1.0,1.0,D,2015-2016,2015
Chelsea,AFC Bournemouth,0.0,1.0,A,2015-2016,2015
Newcastle United,Liverpool,2.0,0.0,H,2015-2016,2015
Everton,Crystal Palace,1.0,1.0,D,2015-2016,2015
Norwich City,Everton,1.0,1.0,D,2015-2016,2015
Crystal Palace,Southampton,1.0,0.0,H,2015-2016,2015
Manchester City,Swansea City,2.0,1.0,H,2015-2016,2015
Sunderland,Watford,0.0,1.0,A,2015-2016,2015
West Ham United,Stoke City,0.0,0.0,D,2015-2016,2015
AFC Bournemouth,Manchester United,2.0,1.0,H,2015-2016,2015
Aston Villa,Arsenal,0.0,2.0,A,2015-2016,2015
Liverpool,West Bromwich Albion,2.0,2.0,D,2015-2016,2015
Tottenham Hotspur,Newcastle United,1.0,2.0,A,2015-2016,2015
Leicester City,Chelsea,2.0,1.0,H,2015-2016,2015
Chelsea,Sunderland,3.0,1.0,H,2015-2016,2015
Everton,Leicester City,2.0,3.0,A,2015-2016,2015
Manchester United,Norwich City,1.0,2.0,A,2015-2016,2015
Southampton,Tottenham Hotspur,0.0,2.0,A,2015-2016,2015
Stoke City,Crystal Palace,1.0,2.0,A,2015-2016,2015
West Bromwich Albion,AFC Bournemouth,1.0,2.0,A,2015-2016,2015
Newcastle United,Aston Villa,1.0,1.0,D,2015-2016,2015
Watford,Liverpool,3.0,0.0,H,2015-2016,2015
Swansea City,West Ham United,0.0,0.0,D,2015-2016,2015
Arsenal,Manchester City,2.0,1.0,H,2015-2016,2015
Stoke City,Manchester United,2.0,0.0,H,2015-2016,2015
Aston Villa,West Ham United,1.0,1.0,D,2015-2016,2015
AFC Bournemouth,Crystal Palace,0.0,0.0,D,2015-2016,2015
Chelsea,Watford,2.0,2.0,D,2015-2016,2015
Liverpool,Leicester City,1.0,0.0,H,2015-2016,2015
Manchester City,Sunderland,4.0,1.0,H,2015-2016,2015
Swansea City,West Bromwich Albion,1.0,0.0,H,2015-2016,2015
Tottenham Hotspur,Norwich City,3.0,0.0,H,2015-2016,2015
Newcastle United,Everton,0.0,1.0,A,2015-2016,2015
Southampton,Arsenal,4.0,0.0,H,2015-2016,2015
Crystal Palace,Swansea City,0.0,0.0,D,2015-2016,2015
Everton,Stoke City,3.0,4.0,A,2015-2016,2015
Norwich City,Aston Villa,2.0,0.0,H,2015-2016,2015
Watford,Tottenham Hotspur,1.0,2.0,A,2015-2016,2015
West Bromwich Albion,Newcastle United,1.0,0.0,H,2015-2016,2015
Arsenal,AFC Bournemouth,2.0,0.0,H,2015-2016,2015
Manchester United,Chelsea,0.0,0.0,D,2015-2016,2015
West Ham United,Southampton,2.0,1.0,H,2015-2016,2015
Leicester City,Manchester City,0.0,0.0,D,2015-2016,2015
Sunderland,Liverpool,0.0,1.0,A,2015-2016,2015
West Ham United,Liverpool,2.0,0.0,H,2015-2016,2015
Arsenal,Newcastle United,1.0,0.0,H,2015-2016,2015
Leicester City,AFC Bournemouth,0.0,0.0,D,2015-2016,2015
Manchester United,Swansea City,2.0,1.0,H,2015-2016,2015
Norwich City,Southampton,1.0,0.0,H,2015-2016,2015
Sunderland,Aston Villa,3.0,1.0,H,2015-2016,2015
West Bromwich Albion,Stoke City,2.0,1.0,H,2015-2016,2015
Watford,Manchester City,1.0,2.0,A,2015-2016,2015
Crystal Palace,Chelsea,0.0,3.0,A,2015-2016,2015
Everton,Tottenham Hotspur,1.0,1.0,D,2015-2016,2015
Aston Villa,Crystal Palace,1.0,0.0,H,2015-2016,2015
AFC Bournemouth,West Ham United,1.0,3.0,A,2015-2016,2015
Newcastle United,Manchester United,3.0,3.0,D,2015-2016,2015
Chelsea,West Bromwich Albion,2.0,2.0,D,2015-2016,2015
Manchester City,Everton,0.0,0.0,D,2015-2016,2015
Southampton,Watford,2.0,0.0,H,2015-2016,2015
Stoke City,Norwich City,3.0,1.0,H,2015-2016,2015
Swansea City,Sunderland,2.0,4.0,A,2015-2016,2015
Liverpool,Arsenal,3.0,3.0,D,2015-2016,2015
Tottenham Hotspur,Leicester City,0.0,1.0,A,2015-2016,2015
Tottenham Hotspur,Sunderland,4.0,1.0,H,2015-2016,2015
AFC Bournemouth,Norwich City,3.0,0.0,H,2015-2016,2015
Chelsea,Everton,3.0,3.0,D,2015-2016,2015
Manchester City,Crystal Palace,4.0,0.0,H,2015-2016,2015
Newcastle United,West Ham United,2.0,1.0,H,2015-2016,2015
Southampton,West Bromwich Albion,3.0,0.0,H,2015-2016,2015
Aston Villa,Leicester City,1.0,1.0,D,2015-2016,2015
Liverpool,Manchester United,0.0,1.0,A,2015-2016,2015
Stoke City,Arsenal,0.0,0.0,D,2015-2016,2015
Swansea City,Watford,1.0,0.0,H,2015-2016,2015
Norwich City,Liverpool,4.0,5.0,A,2015-2016,2015
Crystal Palace,Tottenham Hotspur,1.0,3.0,A,2015-2016,2015
Leicester City,Stoke City,3.0,0.0,H,2015-2016,2015
Manchester United,Southampton,0.0,1.0,A,2015-2016,2015
Sunderland,AFC Bournemouth,1.0,1.0,D,2015-2016,2015
Watford,Newcastle United,2.0,1.0,H,2015-2016,2015
West Bromwich Albion,Aston Villa,0.0,0.0,D,2015-2016,2015
West Ham United,Manchester City,2.0,2.0,D,2015-2016,2015
Everton,Swansea City,1.0,2.0,A,2015-2016,2015
Arsenal,Chelsea,0.0,1.0,A,2015-2016,2015
Arsenal,Southampton,0.0,0.0,D,2015-2016,2015
Leicester City,Liverpool,2.0,0.0,H,2015-2016,2015
Norwich City,Tottenham Hotspur,0.0,3.0,A,2015-2016,2015
Sunderland,Manchester City,0.0,1.0,A,2015-2016,2015
West Ham United,Aston Villa,2.0,0.0,H,2015-2016,2015
Crystal Palace,AFC Bournemouth,1.0,2.0,A,2015-2016,2015
Manchester United,Stoke City,3.0,0.0,H,2015-2016,2015
West Bromwich Albion,Swansea City,1.0,1.0,D,2015-2016,2015
Everton,Newcastle United,3.0,0.0,H,2015-2016,2015
Watford,Chelsea,0.0,0.0,D,2015-2016,2015
Manchester City,Leicester City,1.0,3.0,A,2015-2016,2015
Aston Villa,Norwich City,2.0,0.0,H,2015-2016,2015
Liverpool,Sunderland,2.0,2.0,D,2015-2016,2015
Newcastle United,West Bromwich Albion,1.0,0.0,H,2015-2016,2015
Stoke City,Everton,0.0,3.0,A,2015-2016,2015
Swansea City,Crystal Palace,1.0,1.0,D,2015-2016,2015
Tottenham Hotspur,Watford,1.0,0.0,H,2015-2016,2015
Southampton,West Ham United,1.0,0.0,H,2015-2016,2015
AFC Bournemouth,Arsenal,0.0,2.0,A,2015-2016,2015
Chelsea,Manchester United,1.0,1.0,D,2015-2016,2015
Sunderland,Manchester United,2.0,1.0,H,2015-2016,2015
AFC Bournemouth,Stoke City,1.0,3.0,A,2015-2016,2015
Crystal Palace,Watford,1.0,2.0,A,2015-2016,2015
Everton,West Bromwich Albion,0.0,1.0,A,2015-2016,2015
Norwich City,West Ham United,2.0,2.0,D,2015-2016,2015
Swansea City,Southampton,0.0,1.0,A,2015-2016,2015
Chelsea,Newcastle United,5.0,1.0,H,2015-2016,2015
Arsenal,Leicester City,2.0,1.0,H,2015-2016,2015
Aston Villa,Liverpool,0.0,6.0,A,2015-2016,2015
Manchester City,Tottenham Hotspur,1.0,2.0,A,2015-2016,2015
West Ham United,Sunderland,1.0,0.0,H,2015-2016,2015
Leicester City,Norwich City,1.0,0.0,H,2015-2016,2015
Southampton,Chelsea,1.0,2.0,A,2015-2016,2015
Stoke City,Aston Villa,2.0,1.0,H,2015-2016,2015
Watford,AFC Bournemouth,0.0,0.0,D,2015-2016,2015
West Bromwich Albion,Crystal Palace,3.0,2.0,H,2015-2016,2015
Manchester United,Arsenal,3.0,2.0,H,2015-2016,2015
Tottenham Hotspur,Swansea City,2.0,1.0,H,2015-2016,2015
Aston Villa,Everton,1.0,3.0,A,2015-2016,2015
AFC Bournemouth,Southampton,2.0,0.0,H,2015-2016,2015
Leicester City,West Bromwich Albion,2.0,2.0,D,2015-2016,2015
Norwich City,Chelsea,1.0,2.0,A,2015-2016,2015
Sunderland,Crystal Palace,2.0,2.0,D,2015-2016,2015
Arsenal,Swansea City,1.0,2.0,A,2015-2016,2015
Stoke City,Newcastle United,1.0,0.0,H,2015-2016,2015
West Ham United,Tottenham Hotspur,1.0,0.0,H,2015-2016,2015
Liverpool,Manchester City,3.0,0.0,H,2015-2016,2015
Manchester United,Watford,1.0,0.0,H,2015-2016,2015
Tottenham Hotspur,Arsenal,2.0,2.0,D,2015-2016,2015
Chelsea,Stoke City,1.0,1.0,D,2015-2016,2015
Everton,West Ham United,2.0,3.0,A,2015-2016,2015
Manchester City,Aston Villa,4.0,0.0,H,2015-2016,2015
Newcastle United,AFC Bournemouth,1.0,3.0,A,2015-2016,2015
Southampton,Sunderland,1.0,1.0,D,2015-2016,2015
Swansea City,Norwich City,1.0,0.0,H,2015-2016,2015
Watford,Leicester City,0.0,1.0,A,2015-2016,2015
Crystal Palace,Liverpool,1.0,2.0,A,2015-2016,2015
West Bromwich Albion,Manchester United,1.0,0.0,H,2015-2016,2015
Norwich City,Manchester City,0.0,0.0,D,2015-2016,2015
AFC Bournemouth,Swansea City,3.0,2.0,H,2015-2016,2015
Stoke City,Southampton,1.0,2.0,A,2015-2016,2015
Aston Villa,Tottenham Hotspur,0.0,2.0,A,2015-2016,2015
Leicester City,Newcastle United,1.0,0.0,H,2015-2016,2015
Everton,Arsenal,0.0,2.0,A,2015-2016,2015
Chelsea,West Ham United,2.0,2.0,D,2015-2016,2015
Crystal Palace,Leicester City,0.0,1.0,A,2015-2016,2015
Watford,Stoke City,1.0,2.0,A,2015-2016,2015
West Bromwich Albion,Norwich City,0.0,1.0,A,2015-2016,2015
Swansea City,Aston Villa,1.0,0.0,H,2015-2016,2015
Newcastle United,Sunderland,1.0,1.0,D,2015-2016,2015
Southampton,Liverpool,3.0,2.0,H,2015-2016,2015
Manchester City,Manchester United,0.0,1.0,A,2015-2016,2015
Tottenham Hotspur,AFC Bournemouth,3.0,0.0,H,2015-2016,2015
Aston Villa,Chelsea,0.0,4.0,A,2015-2016,2015
Arsenal,Watford,4.0,0.0,H,2015-2016,2015
AFC Bournemouth,Manchester City,0.0,4.0,A,2015-2016,2015
Norwich City,Newcastle United,3.0,2.0,H,2015-2016,2015
Stoke City,Swansea City,2.0,2.0,D,2015-2016,2015
Sunderland,West Bromwich Albion,0.0,0.0,D,2015-2016,2015
West Ham United,Crystal Palace,2.0,2.0,D,2015-2016,2015
Liverpool,Tottenham Hotspur,1.0,1.0,D,2015-2016,2015
Leicester City,Southampton,1.0,0.0,H,2015-2016,2015
Manchester United,Everton,1.0,0.0,H,2015-2016,2015
West Ham United,Arsenal,3.0,3.0,D,2015-2016,2015
Aston Villa,AFC Bournemouth,1.0,2.0,A,2015-2016,2015
Crystal Palace,Norwich City,1.0,0.0,H,2015-2016,2015
Southampton,Newcastle United,3.0,1.0,H,2015-2016,2015
Swansea City,Chelsea,1.0,0.0,H,2015-2016,2015
Watford,Everton,1.0,1.0,D,2015-2016,2015
Manchester City,West Bromwich Albion,2.0,1.0,H,2015-2016,2015
Sunderland,Leicester City,0.0,2.0,A,2015-2016,2015
Liverpool,Stoke City,4.0,1.0,H,2015-2016,2015
Tottenham Hotspur,Manchester United,3.0,0.0,H,2015-2016,2015
Crystal Palace,Everton,0.0,0.0,D,2015-2016,2015
Norwich City,Sunderland,0.0,3.0,A,2015-2016,2015
Everton,Southampton,1.0,1.0,D,2015-2016,2015
Manchester United,Aston Villa,1.0,0.0,H,2015-2016,2015
Newcastle United,Swansea City,3.0,0.0,H,2015-2016,2015
West Bromwich Albion,Watford,0.0,1.0,A,2015-2016,2015
Chelsea,Manchester City,0.0,3.0,A,2015-2016,2015
AFC Bournemouth,Liverpool,1.0,2.0,A,2015-2016,2015
Leicester City,West Ham United,2.0,2.0,D,2015-2016,2015
Arsenal,Crystal Palace,1.0,1.0,D,2015-2016,2015
Stoke City,Tottenham Hotspur,0.0,4.0,A,2015-2016,2015
Newcastle United,Manchester City,1.0,1.0,D,2015-2016,2015
West Ham United,Watford,3.0,1.0,H,2015-2016,2015
Liverpool,Everton,4.0,0.0,H,2015-2016,2015
Manchester United,Crystal Palace,2.0,0.0,H,2015-2016,2015
Arsenal,West Bromwich Albion,2.0,0.0,H,2015-2016,2015
Manchester City,Stoke City,4.0,0.0,H,2015-2016,2015
Aston Villa,Southampton,2.0,4.0,A,2015-2016,2015
AFC Bournemouth,Chelsea,1.0,4.0,A,2015-2016,2015
Liverpool,Newcastle United,2.0,2.0,D,2015-2016,2015
Sunderland,Arsenal,0.0,0.0,D,2015-2016,2015
Leicester City,Swansea City,4.0,0.0,H,2015-2016,2015
Tottenham Hotspur,West Bromwich Albion,1.0,1.0,D,2015-2016,2015
Everton,AFC Bournemouth,2.0,1.0,H,2015-2016,2015
Newcastle United,Crystal Palace,1.0,0.0,H,2015-2016,2015
Stoke City,Sunderland,1.0,1.0,D,2015-2016,2015
Watford,Aston Villa,3.0,2.0,H,2015-2016,2015
West Bromwich Albion,West Ham United,0.0,3.0,A,2015-2016,2015
Arsenal,Norwich City,1.0,0.0,H,2015-2016,2015
Swansea City,Liverpool,3.0,1.0,H,2015-2016,2015
Manchester United,Leicester City,1.0,1.0,D,2015-2016,2015
Southampton,Manchester City,4.0,2.0,H,2015-2016,2015
Chelsea,Tottenham Hotspur,2.0,2.0,D,2015-2016,2015
Norwich City,Manchester United,0.0,1.0,A,2015-2016,2015
Aston Villa,Newcastle United,0.0,0.0,D,2015-2016,2015
AFC Bournemouth,West Bromwich Albion,1.0,1.0,D,2015-2016,2015
Crystal Palace,Stoke City,2.0,1.0,H,2015-2016,2015
Sunderland,Chelsea,3.0,2.0,H,2015-2016,2015
West Ham United,Swansea City,1.0,4.0,A,2015-2016,2015
Leicester City,Everton,3.0,1.0,H,2015-2016,2015
Tottenham Hotspur,Southampton,1.0,2.0,A,2015-2016,2015
Liverpool,Watford,2.0,0.0,H,2015-2016,2015
Manchester City,Arsenal,2.0,2.0,D,2015-2016,2015
West Ham United,Manchester United,3.0,2.0,H,2015-2016,2015
Norwich City,Watford,4.0,2.0,H,2015-2016,2015
Sunderland,Everton,3.0,0.0,H,2015-2016,2015
Liverpool,Chelsea,1.0,1.0,D,2015-2016,2015
Arsenal,Aston Villa,4.0,0.0,H,2015-2016,2015
Chelsea,Leicester City,1.0,1.0,D,2015-2016,2015
Everton,Norwich City,3.0,0.0,H,2015-2016,2015
Newcastle United,Tottenham Hotspur,5.0,1.0,H,2015-2016,2015
Southampton,Crystal Palace,4.0,1.0,H,2015-2016,2015
Stoke City,West Ham United,2.0,1.0,H,2015-2016,2015
Swansea City,Manchester City,1.0,1.0,D,2015-2016,2015
Watford,Sunderland,2.0,2.0,D,2015-2016,2015
West Bromwich Albion,Liverpool,1.0,1.0,D,2015-2016,2015
Manchester United,AFC Bournemouth,3.0,1.0,H,2015-2016,2015
Hull City,Leicester City,2.0,1.0,H,2016-2017,2016
Burnley,Swansea City,0.0,1.0,A,2016-2017,2016
Crystal Palace,West Bromwich Albion,0.0,1.0,A,2016-2017,2016
Everton,Tottenham Hotspur,1.0,1.0,D,2016-2017,2016
Middlesbrough,Stoke City,1.0,1.0,D,2016-2017,2016
Southampton,Watford,1.0,1.0,D,2016-2017,2016
Manchester City,Sunderland,2.0,1.0,H,2016-2017,2016
AFC Bournemouth,Manchester United,1.0,3.0,A,2016-2017,2016
Arsenal,Liverpool,3.0,4.0,A,2016-2017,2016
Chelsea,West Ham United,2.0,1.0,H,2016-2017,2016
Manchester United,Southampton,2.0,0.0,H,2016-2017,2016
Stoke City,Manchester City,1.0,4.0,A,2016-2017,2016
Burnley,Liverpool,2.0,0.0,H,2016-2017,2016
Swansea City,Hull City,0.0,2.0,A,2016-2017,2016
Tottenham Hotspur,Crystal Palace,1.0,0.0,H,2016-2017,2016
Watford,Chelsea,1.0,2.0,A,2016-2017,2016
West Bromwich Albion,Everton,1.0,2.0,A,2016-2017,2016
Leicester City,Arsenal,0.0,0.0,D,2016-2017,2016
Sunderland,Middlesbrough,1.0,2.0,A,2016-2017,2016
West Ham United,AFC Bournemouth,1.0,0.0,H,2016-2017,2016
Tottenham Hotspur,Liverpool,1.0,1.0,D,2016-2017,2016
Chelsea,Burnley,3.0,0.0,H,2016-2017,2016
Crystal Palace,AFC Bournemouth,1.0,1.0,D,2016-2017,2016
Everton,Stoke City,1.0,0.0,H,2016-2017,2016
Leicester City,Swansea City,2.0,1.0,H,2016-2017,2016
Southampton,Sunderland,1.0,1.0,D,2016-2017,2016
Watford,Arsenal,1.0,3.0,A,2016-2017,2016
Hull City,Manchester United,0.0,1.0,A,2016-2017,2016
West Bromwich Albion,Middlesbrough,0.0,0.0,D,2016-2017,2016
Manchester City,West Ham United,3.0,1.0,H,2016-2017,2016
Manchester United,Manchester City,1.0,2.0,A,2016-2017,2016
Arsenal,Southampton,2.0,1.0,H,2016-2017,2016
AFC Bournemouth,West Bromwich Albion,1.0,0.0,H,2016-2017,2016
Burnley,Hull City,1.0,1.0,D,2016-2017,2016
Middlesbrough,Crystal Palace,1.0,2.0,A,2016-2017,2016
Stoke City,Tottenham Hotspur,0.0,4.0,A,2016-2017,2016
West Ham United,Watford,2.0,4.0,A,2016-2017,2016
Liverpool,Leicester City,4.0,1.0,H,2016-2017,2016
Swansea City,Chelsea,2.0,2.0,D,2016-2017,2016
Sunderland,Everton,0.0,3.0,A,2016-2017,2016
Chelsea,Liverpool,1.0,2.0,A,2016-2017,2016
Hull City,Arsenal,1.0,4.0,A,2016-2017,2016
Leicester City,Burnley,3.0,0.0,H,2016-2017,2016
Manchester City,AFC Bournemouth,4.0,0.0,H,2016-2017,2016
West Bromwich Albion,West Ham United,4.0,2.0,H,2016-2017,2016
Everton,Middlesbrough,3.0,1.0,H,2016-2017,2016
Watford,Manchester United,3.0,1.0,H,2016-2017,2016
Crystal Palace,Stoke City,4.0,1.0,H,2016-2017,2016
Southampton,Swansea City,1.0,0.0,H,2016-2017,2016
Tottenham Hotspur,Sunderland,1.0,0.0,H,2016-2017,2016
Manchester United,Leicester City,4.0,1.0,H,2016-2017,2016
AFC Bournemouth,Everton,1.0,0.0,H,2016-2017,2016
Liverpool,Hull City,5.0,1.0,H,2016-2017,2016
Middlesbrough,Tottenham Hotspur,1.0,2.0,A,2016-2017,2016
Stoke City,West Bromwich Albion,1.0,1.0,D,2016-2017,2016
Sunderland,Crystal Palace,2.0,3.0,A,2016-2017,2016
Swansea City,Manchester City,1.0,3.0,A,2016-2017,2016
Arsenal,Chelsea,3.0,0.0,H,2016-2017,2016
West Ham United,Southampton,0.0,3.0,A,2016-2017,2016
Burnley,Watford,2.0,0.0,H,2016-2017,2016
Everton,Crystal Palace,1.0,1.0,D,2016-2017,2016
Swansea City,Liverpool,1.0,2.0,A,2016-2017,2016
Hull City,Chelsea,0.0,2.0,A,2016-2017,2016
Sunderland,West Bromwich Albion,1.0,1.0,D,2016-2017,2016
Watford,AFC Bournemouth,2.0,2.0,D,2016-2017,2016
West Ham United,Middlesbrough,1.0,1.0,D,2016-2017,2016
Manchester United,Stoke City,1.0,1.0,D,2016-2017,2016
Leicester City,Southampton,0.0,0.0,D,2016-2017,2016
Tottenham Hotspur,Manchester City,2.0,0.0,H,2016-2017,2016
Burnley,Arsenal,0.0,1.0,A,2016-2017,2016
Chelsea,Leicester City,3.0,0.0,H,2016-2017,2016
Arsenal,Swansea City,3.0,2.0,H,2016-2017,2016
AFC Bournemouth,Hull City,6.0,1.0,H,2016-2017,2016
Manchester City,Everton,1.0,1.0,D,2016-2017,2016
Stoke City,Sunderland,2.0,0.0,H,2016-2017,2016
West Bromwich Albion,Tottenham Hotspur,1.0,1.0,D,2016-2017,2016
Crystal Palace,West Ham United,0.0,1.0,A,2016-2017,2016
Middlesbrough,Watford,0.0,1.0,A,2016-2017,2016
Southampton,Burnley,3.0,1.0,H,2016-2017,2016
Liverpool,Manchester United,0.0,0.0,D,2016-2017,2016
AFC Bournemouth,Tottenham Hotspur,0.0,0.0,D,2016-2017,2016
Arsenal,Middlesbrough,0.0,0.0,D,2016-2017,2016
Burnley,Everton,2.0,1.0,H,2016-2017,2016
Hull City,Stoke City,0.0,2.0,A,2016-2017,2016
Leicester City,Crystal Palace,3.0,1.0,H,2016-2017,2016
Swansea City,Watford,0.0,0.0,D,2016-2017,2016
West Ham United,Sunderland,1.0,0.0,H,2016-2017,2016
Liverpool,West Bromwich Albion,2.0,1.0,H,2016-2017,2016
Manchester City,Southampton,1.0,1.0,D,2016-2017,2016
Chelsea,Manchester United,4.0,0.0,H,2016-2017,2016
Sunderland,Arsenal,1.0,4.0,A,2016-2017,2016
Manchester United,Burnley,0.0,0.0,D,2016-2017,2016
Middlesbrough,AFC Bournemouth,2.0,0.0,H,2016-2017,2016
Tottenham Hotspur,Leicester City,1.0,1.0,D,2016-2017,2016
Watford,Hull City,1.0,0.0,H,2016-2017,2016
West Bromwich Albion,Manchester City,0.0,4.0,A,2016-2017,2016
Crystal Palace,Liverpool,2.0,4.0,A,2016-2017,2016
Everton,West Ham United,2.0,0.0,H,2016-2017,2016
Southampton,Chelsea,0.0,2.0,A,2016-2017,2016
Stoke City,Swansea City,3.0,1.0,H,2016-2017,2016
AFC Bournemouth,Sunderland,1.0,2.0,A,2016-2017,2016
Burnley,Crystal Palace,3.0,2.0,H,2016-2017,2016
Manchester City,Middlesbrough,1.0,1.0,D,2016-2017,2016
West Ham United,Stoke City,1.0,1.0,D,2016-2017,2016
Chelsea,Everton,5.0,0.0,H,2016-2017,2016
Arsenal,Tottenham Hotspur,1.0,1.0,D,2016-2017,2016
Hull City,Southampton,2.0,1.0,H,2016-2017,2016
Liverpool,Watford,6.0,1.0,H,2016-2017,2016
Swansea City,Manchester United,1.0,3.0,A,2016-2017,2016
Leicester City,West Bromwich Albion,1.0,2.0,A,2016-2017,2016
Manchester United,Arsenal,1.0,1.0,D,2016-2017,2016
Crystal Palace,Manchester City,1.0,2.0,A,2016-2017,2016
Everton,Swansea City,1.0,1.0,D,2016-2017,2016
Southampton,Liverpool,0.0,0.0,D,2016-2017,2016
Stoke City,AFC Bournemouth,0.0,1.0,A,2016-2017,2016
Sunderland,Hull City,3.0,0.0,H,2016-2017,2016
Watford,Leicester City,2.0,1.0,H,2016-2017,2016
Tottenham Hotspur,West Ham United,3.0,2.0,H,2016-2017,2016
Middlesbrough,Chelsea,0.0,1.0,A,2016-2017,2016
West Bromwich Albion,Burnley,4.0,0.0,H,2016-2017,2016
Burnley,Manchester City,1.0,2.0,A,2016-2017,2016
Hull City,West Bromwich Albion,1.0,1.0,D,2016-2017,2016
Leicester City,Middlesbrough,2.0,2.0,D,2016-2017,2016
Liverpool,Sunderland,2.0,0.0,H,2016-2017,2016
